0	conclusion_first	0.65657060518732
0	conclusion_last	0.6234005763688761
0	last	0.6174351585014409
0	premise_first	0.4965417867435159
0	premise_last	0.5651585014409223
5	conclusion_first	0.6067723342939482
5	conclusion_last	0.6790489913544668
5	last	0.6174351585014409
5	premise_first	0.5540345821325648
5	premise_last	0.5277233429394812
10	conclusion_first	0.6642651296829971
10	conclusion_last	0.6610374639769453
10	last	0.6198270893371758
10	premise_first	0.5930835734870318
10	premise_last	0.5737752161383285
15	conclusion_first	0.5612103746397695
15	conclusion_last	0.595043227665706
15	last	0.6820172910662823
15	premise_first	0.6180403458213257
15	premise_last	0.6152161383285303
20	conclusion_first	0.6174351585014409
20	conclusion_last	0.6174351585014409
20	last	0.6809221902017291
20	premise_first	0.5923919308357348
20	premise_last	0.6102593659942362
25	conclusion_first	0.6174351585014409
25	conclusion_last	0.6174351585014409
25	last	0.7018443804034582
25	premise_first	0.6174351585014409
25	premise_last	0.6174351585014409
