1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
1	254
2	254
3	254
4	256
