empty,control,prompt
1.6847057342529297,1.5097217559814453,1.4931411743164062
1.7507543563842773,1.447988510131836,1.4612598419189453
1.4339637756347656,1.1546363830566406,1.457052230834961
1.7899303436279297,1.372899055480957,1.3596153259277344
1.7323646545410156,1.2290410995483398,1.9678373336791992
1.6847057342529297,1.5097217559814453,2.128995895385742
1.6847057342529297,1.5097217559814453,1.7230424880981445
2.015382766723633,1.408156394958496,1.7425823211669922
1.6847057342529297,1.5097217559814453,1.6395683288574219
1.6847057342529297,1.5097217559814453,1.370077133178711
1.5015754699707031,1.0553340911865234,1.269887924194336
1.54400634765625,1.411646842956543,1.3385658264160156
1.5015754699707031,1.0553340911865234,1.4477720260620117
1.6847057342529297,1.5097217559814453,1.7080888748168945
1.1484270095825195,1.4867076873779297,1.710444450378418
1.5015754699707031,1.0553340911865234,1.4547653198242188
1.5640172958374023,1.0919513702392578,1.3229341506958008
1.5015754699707031,1.0553340911865234,2.2418079376220703
1.5015754699707031,1.0553340911865234,1.3499345779418945
1.7937374114990234,1.1048908233642578,1.61566162109375
1.5654020309448242,1.366307258605957,1.2905282974243164
1.8825197219848633,1.1999378204345703,1.4485702514648438
1.9153900146484375,1.1299934387207031,2.333367347717285
1.7598190307617188,1.1771392822265625,1.1955652236938477
1.7643203735351562,1.2119503021240234,1.3278236389160156
1.9153900146484375,1.1299934387207031,1.3846731185913086
1.7973527908325195,1.2628669738769531,1.379338264465332
1.9153900146484375,1.1299934387207031,1.875732421875
1.7955999374389648,1.4753541946411133,2.039303779602051
1.9153900146484375,1.1299934387207031,1.7516307830810547
1.5640172958374023,1.0919513702392578,0.9077816009521484
1.7153253555297852,1.464193344116211,1.500544548034668
1.4339637756347656,1.1546363830566406,1.5896492004394531
1.7955999374389648,1.4753541946411133,1.100564956665039
1.2719182968139648,1.0519227981567383,0.9929275512695312
1.7899303436279297,1.372899055480957,1.8386116027832031
1.7153253555297852,1.464193344116211,1.8275299072265625
1.1484270095825195,1.4867076873779297,1.3683528900146484
1.7507543563842773,1.447988510131836,1.756718635559082
1.5015754699707031,1.0553340911865234,1.5286827087402344
1.4339637756347656,1.1546363830566406,1.163599967956543
1.8622331619262695,1.2422847747802734,1.981480598449707
1.6847057342529297,1.5097217559814453,1.7390146255493164
1.709228515625,1.778656005859375,1.9947757720947266
1.7507543563842773,1.447988510131836,1.8579769134521484
1.9153900146484375,1.1299934387207031,1.702199935913086
1.8958768844604492,1.5664472579956055,1.5696477890014648
1.4339637756347656,1.1546363830566406,1.567336082458496
1.7955999374389648,1.4753541946411133,1.5686664581298828
1.2719182968139648,1.0519227981567383,0.960240364074707
1.7937374114990234,1.1048908233642578,1.493617057800293
1.6847057342529297,1.5097217559814453,1.7184782028198242
1.7153253555297852,1.464193344116211,1.7864341735839844
1.7937374114990234,1.1048908233642578,1.4953031539916992
1.4339637756347656,1.1546363830566406,1.5669136047363281
1.6847057342529297,1.5097217559814453,1.6923389434814453
1.6847057342529297,1.5097217559814453,1.2071704864501953
1.7323646545410156,1.2290410995483398,1.8050317764282227
1.7899303436279297,1.372899055480957,1.3137636184692383
1.6847057342529297,1.5097217559814453,1.7207403182983398
1.709228515625,1.778656005859375,2.1051254272460938
1.7937374114990234,1.1048908233642578,1.7699012756347656
1.7153253555297852,1.464193344116211,1.6117019653320312
2.140538215637207,1.4275007247924805,1.6591405868530273
1.7899303436279297,1.372899055480957,1.6983146667480469
1.5015754699707031,1.0553340911865234,1.4299125671386719
1.3475933074951172,1.6451101303100586,1.8859539031982422
1.6847057342529297,1.5097217559814453,1.5052299499511719
1.6847057342529297,1.5097217559814453,1.3727302551269531
1.6847057342529297,1.5097217559814453,1.5263080596923828
1.1484270095825195,1.4867076873779297,1.0510950088500977
1.7899303436279297,1.372899055480957,1.474736213684082
2.005687713623047,1.229710578918457,1.571615219116211
1.7153253555297852,1.464193344116211,1.6241540908813477
1.7153253555297852,1.464193344116211,1.6594886779785156
1.3513927459716797,1.3081550598144531,1.399026870727539
1.9997901916503906,1.3990755081176758,1.2259750366210938
1.6847057342529297,1.5097217559814453,1.3799285888671875
1.9153900146484375,1.1299934387207031,1.5038032531738281
1.7153253555297852,1.464193344116211,1.7335700988769531
1.9153900146484375,1.1299934387207031,2.1192750930786133
1.7899303436279297,1.372899055480957,1.3409414291381836
1.5015754699707031,1.0553340911865234,1.505631446838379
1.9997901916503906,1.3990755081176758,1.7443161010742188
1.1484270095825195,1.4867076873779297,1.4223098754882812
1.7852649688720703,1.4229469299316406,1.6875295639038086
1.7153253555297852,1.464193344116211,1.4921512603759766
2.140538215637207,1.4275007247924805,1.883554458618164
1.7937374114990234,1.1048908233642578,1.351731300354004
1.8622331619262695,1.2422847747802734,1.738382339477539
1.8825197219848633,1.1999378204345703,1.9755573272705078
1.8622331619262695,1.2422847747802734,1.832815170288086
1.7451410293579102,1.4350032806396484,2.076047897338867
1.6847057342529297,1.5097217559814453,1.6134099960327148
1.7899303436279297,1.372899055480957,1.4441776275634766
1.7852649688720703,1.4229469299316406,1.5509414672851562
1.6847057342529297,1.5097217559814453,1.5524520874023438
1.3475933074951172,1.6451101303100586,1.6974916458129883
1.7899303436279297,1.372899055480957,1.2822751998901367
1.5015754699707031,1.0553340911865234,1.2494726181030273
1.7323646545410156,1.2290410995483398,2.1313858032226562
1.3862848281860352,1.1990327835083008,1.7004241943359375
1.7643203735351562,1.2119503021240234,1.586380958557129
1.7323646545410156,1.2290410995483398,2.3464126586914062
1.7153253555297852,1.464193344116211,1.6070480346679688
1.7899303436279297,1.372899055480957,1.5832853317260742
1.7899303436279297,1.372899055480957,1.543172836303711
1.796473503112793,1.5025701522827148,1.5443124771118164
1.7899303436279297,1.372899055480957,1.6220626831054688
1.5092201232910156,0.9291610717773438,1.2056512832641602
2.005687713623047,1.229710578918457,1.9600486755371094
1.9153900146484375,1.1299934387207031,2.0693130493164062
1.6411972045898438,0.9557161331176758,1.6872587203979492
1.5733718872070312,1.1245555877685547,1.4310474395751953
1.7899303436279297,1.372899055480957,1.8549413681030273
1.6847057342529297,1.5097217559814453,1.473006248474121
1.8622331619262695,1.2422847747802734,1.882920265197754
1.5015754699707031,1.0553340911865234,1.6940479278564453
1.7153253555297852,1.464193344116211,1.8568010330200195
1.5318126678466797,1.3906660079956055,1.4813356399536133
1.5015754699707031,1.0553340911865234,1.661031723022461
1.5015754699707031,1.0553340911865234,1.7481889724731445
1.4339637756347656,1.1546363830566406,1.591552734375
1.7643203735351562,1.2119503021240234,1.9981775283813477
1.7955999374389648,1.4753541946411133,1.7630386352539062
1.5015754699707031,1.0553340911865234,1.629551887512207
2.005687713623047,1.229710578918457,1.476851463317871
1.9153900146484375,1.1299934387207031,2.0047569274902344
1.8958768844604492,1.5664472579956055,1.8028764724731445
1.5015754699707031,1.0553340911865234,1.1750335693359375
1.9153900146484375,1.1299934387207031,2.0027542114257812
1.2719182968139648,1.0519227981567383,0.9187841415405273
1.6411972045898438,0.9557161331176758,1.3525581359863281
2.005687713623047,1.229710578918457,1.5839147567749023
1.7323646545410156,1.2290410995483398,1.7347688674926758
1.8622331619262695,1.2422847747802734,1.9813194274902344
1.6261119842529297,1.0906362533569336,1.6904535293579102
1.4339637756347656,1.1546363830566406,1.2161598205566406
1.7153253555297852,1.464193344116211,1.734633445739746
1.7451410293579102,1.4350032806396484,1.4183082580566406
1.7153253555297852,1.464193344116211,1.5112113952636719
1.5015754699707031,1.0553340911865234,1.6829538345336914
1.7899303436279297,1.372899055480957,1.2414369583129883
1.5015754699707031,1.0553340911865234,1.4449424743652344
1.6261119842529297,1.0906362533569336,1.5857982635498047
1.7973527908325195,1.2628669738769531,1.2503776550292969
1.7899303436279297,1.372899055480957,1.6358871459960938
1.5015754699707031,1.0553340911865234,1.697732925415039
1.7507543563842773,1.447988510131836,1.9971532821655273
1.5092201232910156,0.9291610717773438,1.676945686340332
1.7153253555297852,1.464193344116211,1.6103076934814453
1.4339637756347656,1.1546363830566406,1.687652587890625
1.6847057342529297,1.5097217559814453,1.3999662399291992
1.6847057342529297,1.5097217559814453,1.0838336944580078
1.5640172958374023,1.0919513702392578,1.230463981628418
1.3513927459716797,1.3081550598144531,1.0771503448486328
1.7899303436279297,1.372899055480957,1.3988122940063477
1.9153900146484375,1.1299934387207031,1.4329776763916016
1.54400634765625,1.411646842956543,1.7880525588989258
1.7153253555297852,1.464193344116211,1.7546806335449219
1.6847057342529297,1.5097217559814453,1.7907733917236328
1.5318126678466797,1.3906660079956055,1.9126548767089844
1.1395225524902344,1.1045255661010742,1.327265739440918
1.6847057342529297,1.5097217559814453,1.4741573333740234
2.015382766723633,1.408156394958496,1.6808366775512695
1.6261119842529297,1.0906362533569336,1.4836626052856445
1.7937374114990234,1.1048908233642578,1.3774452209472656
1.4339637756347656,1.1546363830566406,1.4797754287719727
1.7899303436279297,1.372899055480957,1.7548675537109375
1.7955999374389648,1.4753541946411133,1.794595718383789
1.7451410293579102,1.4350032806396484,1.3965034484863281
1.1484270095825195,1.4867076873779297,1.540827751159668
1.54400634765625,1.411646842956543,2.1781063079833984
1.5312271118164062,1.1204147338867188,1.6899213790893555
1.7153253555297852,1.464193344116211,1.6045923233032227
1.8825197219848633,1.1999378204345703,1.2662734985351562
1.9153900146484375,1.1299934387207031,1.5364246368408203
1.7598190307617188,1.1771392822265625,1.4738903045654297
1.5733718872070312,1.1245555877685547,1.8045310974121094
1.5092201232910156,0.9291610717773438,0.8986873626708984
1.1395225524902344,1.1045255661010742,1.483973503112793
1.7899303436279297,1.372899055480957,1.5736808776855469
1.4339637756347656,1.1546363830566406,1.7809638977050781
1.6847057342529297,1.5097217559814453,1.6274309158325195
1.5015754699707031,1.0553340911865234,1.5951423645019531
2.140538215637207,1.4275007247924805,1.5696449279785156
1.7594661712646484,1.3573017120361328,1.7899198532104492
1.5733718872070312,1.1245555877685547,1.25115966796875
1.7598190307617188,1.1771392822265625,1.4455537796020508
