empty,control,prompt
2.0722970962524414,-0.4657325744628906,5.548503875732422
5.305486679077148,-1.9075851440429688,8.75422191619873
3.498891830444336,-1.4684314727783203,9.720824241638184
4.292666435241699,-0.4390106201171875,10.048230171203613
4.031100273132324,-0.7104730606079102,12.300042152404785
3.8922176361083984,-1.2749109268188477,8.055557250976562
3.84281063079834,-1.0309038162231445,8.271435737609863
3.275885581970215,-0.2457294464111328,10.356489181518555
2.8995237350463867,-0.3004493713378906,2.3784236907958984
3.1853151321411133,-1.028228759765625,8.860406875610352
3.8458356857299805,-1.8212804794311523,-1.4716072082519531
1.5292129516601562,-0.6148319244384766,7.9868059158325195
3.0502424240112305,-0.8187265396118164,0.9458341598510742
5.801107406616211,-0.976161003112793,1.6996479034423828
0.4924640655517578,-1.2169675827026367,0.5649662017822266
2.6745853424072266,-0.005652427673339844,1.4412412643432617
2.557699203491211,-1.4679985046386719,12.050445556640625
2.8770408630371094,-1.3889236450195312,11.588902473449707
2.602998733520508,-2.2988510131835938,9.78748893737793
6.641060829162598,-1.680912971496582,6.478049278259277
0.11932754516601562,1.0167999267578125,0.9316902160644531
4.431459426879883,-1.5446739196777344,7.642414093017578
4.169072151184082,-1.0430240631103516,3.4557695388793945
0.9283990859985352,-0.49846553802490234,0.14261436462402344
0.4461355209350586,-1.2850713729858398,11.071928024291992
-1.2560434341430664,-0.8176069259643555,-1.7582950592041016
5.845503807067871,-0.3537149429321289,5.70223331451416
5.045313835144043,0.7965126037597656,2.8015546798706055
6.070688247680664,-0.53271484375,1.3058443069458008
5.182068824768066,2.4362220764160156,1.9834623336791992
5.646732330322266,-0.8639688491821289,13.150944709777832
3.216658592224121,-0.07121753692626953,1.1812944412231445
3.232858657836914,0.3195657730102539,1.266739845275879
3.3390254974365234,-1.2269048690795898,11.730571746826172
-1.692683219909668,0.44797801971435547,-1.7893047332763672
3.640382766723633,-1.1123323440551758,9.478052139282227
3.9478883743286133,0.36200523376464844,6.973077774047852
3.876218795776367,-0.16766071319580078,1.1630640029907227
6.7629194259643555,0.056396484375,3.2812232971191406
-1.704615592956543,-4.623287200927734,-7.494214057922363
5.427136421203613,-0.10838127136230469,0.9801063537597656
4.382917404174805,-0.6185684204101562,5.486050605773926
2.0177555084228516,-0.32325077056884766,1.203643798828125
3.7440271377563477,-0.7969589233398438,10.205046653747559
5.0128889083862305,-0.6443004608154297,5.909460067749023
3.8827342987060547,-1.5809412002563477,-1.8840913772583008
-1.692683219909668,0.44797801971435547,0.4650421142578125
3.778308868408203,-0.10244941711425781,2.067193031311035
2.6745853424072266,-0.005652427673339844,-0.5336370468139648
0.9097862243652344,1.7518901824951172,8.243535041809082
0.4924640655517578,-1.2169675827026367,0.1039590835571289
2.153628349304199,0.1940622329711914,7.708829879760742
2.0164194107055664,-1.6728334426879883,0.4077281951904297
-1.1259040832519531,-0.12142181396484375,1.4427900314331055
3.3140573501586914,-1.541560173034668,-1.014430046081543
6.728187561035156,0.029071807861328125,2.5467910766601562
-0.1383352279663086,-0.0033721923828125,8.346224784851074
1.0529279708862305,-1.1624135971069336,-0.8381366729736328
0.4461355209350586,-1.2850713729858398,-0.10744762420654297
-1.4578733444213867,-1.2345380783081055,-0.7679424285888672
6.013139724731445,-0.27020835876464844,3.7816009521484375
-1.0751333236694336,-0.6851768493652344,-2.830632209777832
4.667577743530273,-0.5974655151367188,1.6315622329711914
2.8276853561401367,-2.105950355529785,-1.7051887512207031
4.205754280090332,-1.4119749069213867,-0.9026632308959961
4.370235443115234,-1.2154722213745117,4.317435264587402
5.467289924621582,-0.39069271087646484,-0.8184881210327148
1.0529279708862305,-1.1624135971069336,-1.5534591674804688
5.691877365112305,-1.494948387145996,-0.6710901260375977
4.610944747924805,-1.8626775741577148,3.0281763076782227
1.2678890228271484,-2.1951427459716797,-1.2997064590454102
-2.425889015197754,-2.467039108276367,-4.393218994140625
2.320981025695801,-1.9571924209594727,-4.073259353637695
5.813089370727539,-0.8726263046264648,-1.6624517440795898
2.31534481048584,-2.554920196533203,-0.4004096984863281
3.722598075866699,-1.0340509414672852,-1.3356389999389648
2.24200439453125,-1.1442575454711914,3.2474498748779297
2.7513790130615234,-0.46212291717529297,1.1409988403320312
4.331279754638672,-0.45566749572753906,0.4809532165527344
4.877410888671875,-1.117375373840332,2.611405372619629
-0.7359685897827148,-2.2487659454345703,-2.748811721801758
4.4595947265625,-1.4674072265625,0.3826942443847656
5.908951759338379,-0.07097244262695312,0.8918552398681641
2.121333122253418,-2.418912887573242,2.4250707626342773
4.122786521911621,-2.0663509368896484,5.160919189453125
-5.369784355163574,-3.1429357528686523,-6.200689315795898
3.6484785079956055,-2.211981773376465,5.377965927124023
4.319587707519531,-2.053407669067383,-1.9525947570800781
5.200963973999023,-1.4087963104248047,5.391050338745117
5.498757362365723,-2.3697872161865234,0.5528182983398438
5.7584028244018555,-0.8246965408325195,0.7997159957885742
5.190241813659668,-0.9527492523193359,-0.7368001937866211
5.154933929443359,-1.946920394897461,1.7238826751708984
3.78812313079834,-1.7998275756835938,9.299907684326172
5.680400848388672,-0.8345661163330078,-0.1998767852783203
7.171463966369629,1.915750503540039,6.9268083572387695
1.432755470275879,-2.5998268127441406,-0.11466026306152344
2.6743717193603516,-1.6847238540649414,0.31459522247314453
0.7489719390869141,0.5027360916137695,-0.4086294174194336
1.6789112091064453,-1.806349754333496,9.63222885131836
3.563967704772949,-0.7190561294555664,3.4239940643310547
5.579120635986328,-1.4432153701782227,3.202169418334961
-1.1097640991210938,-1.6201896667480469,-0.17639636993408203
3.0998353958129883,-2.228567123413086,2.4154348373413086
4.644091606140137,-0.7878332138061523,8.782858848571777
4.181483268737793,-0.51580810546875,6.574915885925293
6.709310531616211,-0.9164304733276367,9.627217292785645
4.316736221313477,-2.6605920791625977,7.839735984802246
2.7561140060424805,-1.1127471923828125,1.6075830459594727
7.292668342590332,-0.6875114440917969,4.28434944152832
7.292363166809082,-0.7381248474121094,-0.4219675064086914
2.7808399200439453,-0.36252498626708984,2.7751646041870117
4.430201530456543,-3.245279312133789,9.300338745117188
3.5639724731445312,-1.308762550354004,3.7302732467651367
3.183359146118164,-2.780977249145508,8.346000671386719
2.424567222595215,-1.7480812072753906,-0.2825202941894531
-2.8807382583618164,-0.4488840103149414,-1.7821931838989258
2.773754119873047,-2.4376983642578125,8.483491897583008
4.176971435546875,-2.4499282836914062,0.5105371475219727
3.399019241333008,-1.5415010452270508,8.3095121383667
4.877410888671875,-1.117375373840332,8.493157386779785
3.0365238189697266,-2.4777889251708984,-1.436300277709961
2.229973793029785,-1.1444168090820312,0.1097860336303711
3.289578437805176,-1.6111078262329102,8.349539756774902
3.842893600463867,0.15241622924804688,2.8147029876708984
3.2281618118286133,-1.0603818893432617,-0.006669044494628906
5.498757362365723,-2.3697872161865234,9.944167137145996
2.7934951782226562,-2.0149621963500977,-1.8292121887207031
4.983721733093262,-2.1050500869750977,-0.07881641387939453
3.736774444580078,-0.029435157775878906,4.094568252563477
5.029969215393066,-1.6914033889770508,2.8112993240356445
5.980048179626465,-1.0259876251220703,8.215296745300293
8.60255241394043,-0.5538978576660156,2.6954050064086914
4.430296897888184,-2.3233489990234375,9.854385375976562
2.796764373779297,-0.6231527328491211,7.379234313964844
4.655983924865723,-2.927968978881836,-2.0467100143432617
4.896122932434082,-3.4625587463378906,8.56598949432373
4.372137069702148,-1.8087787628173828,8.96932601928711
3.78812313079834,-1.7998275756835938,6.930194854736328
6.166111946105957,-0.7705450057983398,9.876973152160645
4.990878105163574,-2.696322441101074,7.348217010498047
4.891537666320801,-2.1256046295166016,8.01055908203125
3.8927907943725586,-2.257002830505371,9.150897979736328
4.088079452514648,-0.23416614532470703,0.16819381713867188
3.87225341796875,-1.2116222381591797,10.073476791381836
4.440946578979492,-1.9971933364868164,-0.8890438079833984
4.038993835449219,-1.3899459838867188,0.4410076141357422
2.5641212463378906,-4.082592964172363,-1.1741037368774414
4.953769683837891,-1.0864057540893555,3.0886898040771484
2.328732490539551,-1.179311752319336,0.7339029312133789
