0	premise_first	0.26
0	premise_last	0.34
0	conclusion_first	0.16
0	conclusion_last	0.17
0	last	0.06
5	premise_first	0.27
5	premise_last	0.23
5	conclusion_first	0.41
5	conclusion_last	0.4
5	last	0.07
10	premise_first	0.29
10	premise_last	0.22
10	conclusion_first	0.24
10	conclusion_last	0.28
10	last	0.17
15	premise_first	0.3
15	premise_last	0.23
15	conclusion_first	0.17
15	conclusion_last	0.2
15	last	0.28
20	premise_first	0.33
20	premise_last	0.22
20	conclusion_first	0.2
20	conclusion_last	0.16
20	last	0.31
25	premise_first	0.07
25	premise_last	0.07
25	conclusion_first	0.07
25	conclusion_last	0.07
25	last	0.37
