0	conclusion_first	0.5575
0	conclusion_last	0.5525
0	last	0.5125
0	premise_first	0.5025
0	premise_last	0.5275
5	conclusion_first	0.6725
5	conclusion_last	0.7775000000000001
5	last	0.515
5	premise_first	0.4875
5	premise_last	0.4875
10	conclusion_first	0.7925
10	conclusion_last	0.88
10	last	0.5225
10	premise_first	0.51
10	premise_last	0.51
15	conclusion_first	0.5675
15	conclusion_last	0.5525
15	last	0.9225
15	premise_first	0.515
15	premise_last	0.515
20	conclusion_first	0.5275
20	conclusion_last	0.525
20	last	0.9075
20	premise_first	0.505
20	premise_last	0.51
25	conclusion_first	0.5125
25	conclusion_last	0.5125
25	last	0.88
25	premise_first	0.5125
25	premise_last	0.5125
