0	conclusion_first	0.40249999999999997
0	conclusion_last	0.44
0	last	0.415
0	premise_first	0.4175
0	premise_last	0.4025
5	conclusion_first	0.4175
5	conclusion_last	0.425
5	last	0.4075
5	premise_first	0.3475
5	premise_last	0.3175
10	conclusion_first	0.45
10	conclusion_last	0.46499999999999997
10	last	0.4275
10	premise_first	0.4
10	premise_last	0.355
15	conclusion_first	0.41
15	conclusion_last	0.405
15	last	0.5325
15	premise_first	0.3875
15	premise_last	0.42
20	conclusion_first	0.39
20	conclusion_last	0.4125
20	last	0.5349999999999999
20	premise_first	0.395
20	premise_last	0.365
25	conclusion_first	0.425
25	conclusion_last	0.4075
25	last	0.5325
25	premise_first	0.3625
25	premise_last	0.395
31	conclusion_first	0.415
31	conclusion_last	0.415
31	last	0.5575
31	premise_first	0.415
31	premise_last	0.415
