0	premise_first	0.54
0	premise_last	0.54
0	conclusion_first	0.56
0	conclusion_last	0.54
0	last	0.56
5	premise_first	0.53
5	premise_last	0.56
5	conclusion_first	0.59
5	conclusion_last	0.54
5	last	0.56
10	premise_first	0.56
10	premise_last	0.53
10	conclusion_first	0.63
10	conclusion_last	0.59
10	last	0.56
15	premise_first	0.56
15	premise_last	0.55
15	conclusion_first	0.61
15	conclusion_last	0.58
15	last	0.57
20	premise_first	0.56
20	premise_last	0.55
20	conclusion_first	0.57
20	conclusion_last	0.56
20	last	0.63
25	premise_first	0.56
25	premise_last	0.56
25	conclusion_first	0.56
25	conclusion_last	0.56
25	last	0.66
