empty,control,prompt
3.954286575317383,-5.612484931945801,-3.0503273010253906
3.954286575317383,-5.612484931945801,-1.0350637435913086
3.954286575317383,-5.612484931945801,-2.363133430480957
3.954286575317383,-5.612484931945801,-1.0155773162841797
3.954286575317383,-5.612484931945801,-2.3963565826416016
3.954286575317383,-5.612484931945801,-2.3353233337402344
3.954286575317383,-5.612484931945801,2.9181623458862305
3.954286575317383,-5.612484931945801,-0.6016359329223633
3.954286575317383,-5.612484931945801,-0.10086441040039062
3.954286575317383,-5.612484931945801,0.5342512130737305
3.954286575317383,-5.612484931945801,-3.5436172485351562
3.954286575317383,-5.612484931945801,-1.7927360534667969
3.954286575317383,-5.612484931945801,-4.43272590637207
3.954286575317383,-5.612484931945801,-3.293455123901367
3.954286575317383,-5.612484931945801,-3.028925895690918
3.954286575317383,-5.612484931945801,-2.455998420715332
3.954286575317383,-5.612484931945801,0.7235383987426758
3.954286575317383,-5.612484931945801,-0.31679344177246094
3.954286575317383,-5.612484931945801,2.0272302627563477
3.954286575317383,-5.612484931945801,-2.245253562927246
3.954286575317383,-5.612484931945801,-2.94199275970459
3.954286575317383,-5.612484931945801,-0.042105674743652344
3.954286575317383,-5.612484931945801,1.8960685729980469
3.954286575317383,-5.612484931945801,-3.130615234375
3.954286575317383,-5.612484931945801,-0.6754913330078125
3.954286575317383,-5.612484931945801,-3.9201202392578125
3.954286575317383,-5.612484931945801,-0.4485034942626953
3.954286575317383,-5.612484931945801,-2.0481061935424805
3.954286575317383,-5.612484931945801,-4.710317611694336
3.954286575317383,-5.612484931945801,-4.807604789733887
3.954286575317383,-5.612484931945801,3.4260292053222656
3.954286575317383,-5.612484931945801,-2.700037956237793
3.954286575317383,-5.612484931945801,-1.3275976181030273
3.954286575317383,-5.612484931945801,0.5413312911987305
3.954286575317383,-5.612484931945801,-4.170003890991211
3.954286575317383,-5.612484931945801,-0.9211921691894531
3.954286575317383,-5.612484931945801,-0.8980131149291992
3.954286575317383,-5.612484931945801,-3.334517478942871
3.954286575317383,-5.612484931945801,-0.6474094390869141
3.954286575317383,-5.612484931945801,-2.980377197265625
3.954286575317383,-5.612484931945801,-2.5106191635131836
3.954286575317383,-5.612484931945801,-0.5650005340576172
3.954286575317383,-5.612484931945801,-3.359868049621582
3.954286575317383,-5.612484931945801,4.085879325866699
3.954286575317383,-5.612484931945801,-0.9289979934692383
2.2138757705688477,-3.1583242416381836,-3.7869606018066406
2.2138757705688477,-3.1583242416381836,-4.063231468200684
2.2138757705688477,-3.1583242416381836,-4.840197563171387
2.2138614654541016,-3.1583175659179688,-2.2767181396484375
2.2138614654541016,-3.1583175659179688,2.0579309463500977
2.2138614654541016,-3.1583175659179688,-1.1790962219238281
2.2138614654541016,-3.1583175659179688,-1.5261259078979492
2.2138614654541016,-3.1583175659179688,-3.7721338272094727
2.2138614654541016,-3.1583175659179688,-1.6617584228515625
2.2138614654541016,-3.1583175659179688,-4.472772598266602
2.2138614654541016,-3.1583175659179688,-1.9833259582519531
2.2138614654541016,-3.1583175659179688,4.587121963500977
2.2138614654541016,-3.1583175659179688,-3.4654273986816406
2.2138614654541016,-3.1583175659179688,-3.6270360946655273
