empty,control,prompt
-0.4813213348388672,-11.114908218383789,-9.821035385131836
-0.4813213348388672,-11.114908218383789,-9.70632553100586
-0.4813213348388672,-11.114908218383789,-0.5716724395751953
-0.4813213348388672,-11.114908218383789,0.35056304931640625
-0.4813213348388672,-11.114908218383789,-10.092514991760254
-0.4813213348388672,-11.114908218383789,-12.557909965515137
-0.4813213348388672,-11.114908218383789,-0.6467094421386719
-0.4813213348388672,-11.114908218383789,-4.102246284484863
-0.4813213348388672,-11.114908218383789,-11.26131820678711
-0.4813213348388672,-11.114908218383789,-4.7740936279296875
-0.4813213348388672,-11.114908218383789,-9.06075668334961
-0.4813213348388672,-11.114908218383789,-0.008192062377929688
-0.4813213348388672,-11.114908218383789,-11.641702651977539
-0.4813213348388672,-11.114908218383789,-10.46839427947998
-0.4813213348388672,-11.114908218383789,-2.8665714263916016
-0.4813213348388672,-11.114908218383789,-11.657312393188477
-0.4813213348388672,-11.114908218383789,-10.627290725708008
-0.4813213348388672,-11.114908218383789,-5.190258026123047
-0.4813213348388672,-11.114908218383789,-7.560101509094238
-0.4813213348388672,-11.114908218383789,-10.582569122314453
-0.4813213348388672,-11.114908218383789,-3.605436325073242
-0.4813213348388672,-11.114908218383789,1.2002716064453125
-0.4813213348388672,-11.114908218383789,-11.573446273803711
-0.4813213348388672,-11.114908218383789,-11.181631088256836
-0.4813213348388672,-11.114908218383789,-6.815195083618164
-0.4813213348388672,-11.114908218383789,-11.746347427368164
-0.4813213348388672,-11.114908218383789,-9.592626571655273
-0.4813213348388672,-11.114908218383789,-8.725290298461914
-0.4813213348388672,-11.114908218383789,-11.724773406982422
-0.4813213348388672,-11.114908218383789,-9.880773544311523
-0.4813213348388672,-11.114908218383789,-10.062751770019531
-0.4813213348388672,-11.114908218383789,-3.2444257736206055
-0.4813213348388672,-11.114908218383789,-10.790943145751953
-0.4813213348388672,-11.114908218383789,-8.48633861541748
-0.4813213348388672,-11.114908218383789,-5.077068328857422
-0.4813213348388672,-11.114908218383789,-10.422159194946289
-0.4813213348388672,-11.114908218383789,-2.2108306884765625
-0.4813213348388672,-11.114908218383789,1.3765392303466797
-0.4813213348388672,-11.114908218383789,-11.475995063781738
-0.4813213348388672,-11.114908218383789,-10.868677139282227
-0.4813213348388672,-11.114908218383789,-1.0861549377441406
-0.4813213348388672,-11.114908218383789,-10.510753631591797
-0.4813213348388672,-11.114908218383789,0.032886505126953125
-0.4813213348388672,-11.114908218383789,-3.8067140579223633
-0.4813213348388672,-11.114908218383789,-11.645864486694336
